breed,a_adaptability,a1_adapts_well_to_apartment_living,a2_good_for_novice_owners,a3_sensitivity_level,a4_tolerates_being_alone,a5_tolerates_cold_weather,a6_tolerates_hot_weather,b_all_around_friendliness,b1_affectionate_with_family,b2_incredibly_kid_friendly_dogs,b3_dog_friendly,b4_friendly_toward_strangers,c_health_grooming,c1_amount_of_shedding,c2_drooling_potential,c3_easy_to_groom,c4_general_health,c5_potential_for_weight_gain,c6_size,d_trainability,d1_easy_to_train,d2_intelligence,d3_potential_for_mouthiness,d4_prey_drive,d5_tendency_to_bark_or_howl,d6_wanderlust_potential,e_exercise_needs,e1_energy_level,e2_intensity,e3_exercise_needs,e4_potential_for_playfulness,size
Bocker,3,5,2,4,3,3,3,4,5,4,1,2,3,3,1,3,5,3,4,4,3,4,3,5,5,5,4,4,3,4,5,3.0
Chow Chow,3,4,4,3,2,5,4,4,5,3,3,2,4,5,1,4,3,5,2,4,5,4,3,4,3,3,4,5,3,3,5,2.0
Chow Chow,3,1,3,3,1,2,3,4,5,4,5,3,4,4,1,3,5,1,3,4,5,4,3,1,2,4,5,4,2,4,4,3.0
Chow Chow,3,2,2,3,2,4,4,3,5,5,3,3,3,5,1,3,4,4,4,3,3,4,3,3,4,4,5,3,2,4,5,2.0
Belgian Malinois,4,1,3,4,2,4,2,4,5,5,4,2,3,2,2,3,3,4,3,4,4,5,3,3,4,2,5,4,4,3,5,3.0
Chow Chow,4,5,1,4,5,2,3,4,5,5,3,3,3,3,1,1,3,5,2,3,4,4,4,2,5,2,5,5,4,4,5,2.0
Bocker,3,2,3,2,2,1,4,4,5,4,4,3,4,4,1,4,3,2,1,3,5,5,3,2,5,4,5,5,2,3,5,5.0
Chorkie,3,3,3,3,2,3,1,4,4,4,3,2,3,1,1,5,4,4,4,3,5,4,5,3,4,2,4,5,2,4,5,3.0
Bocker,3,4,3,5,4,5,3,4,4,4,4,4,3,2,2,4,4,3,3,3,5,5,3,4,3,3,4,2,2,4,5,4.0
Cesky Terrier,3,2,2,5,1,4,4,3,4,5,4,3,3,5,1,5,4,5,2,4,5,4,3,1,3,2,5,5,2,4,5,3.0
Belgian Malinois,3,3,3,4,2,4,3,4,4,4,4,4,3,2,1,4,4,4,4,4,5,5,3,5,3,3,4,4,3,5,3,3.0
Bocker,3,2,3,5,3,3,2,4,5,3,3,4,3,1,1,3,3,4,5,3,3,4,3,3,3,2,4,3,4,4,5,2.0
Cheagle,3,1,4,5,3,2,4,3,5,5,1,2,3,2,1,4,3,1,3,3,1,5,2,3,3,5,2,4,1,4,5,2.0
Chow Chow,3,4,3,5,3,4,5,3,5,4,3,5,3,2,2,3,3,3,1,3,4,5,2,5,3,2,4,5,4,4,4,4.0
Bichon Frise,2,2,4,3,2,4,3,4,3,4,5,3,2,2,2,5,5,5,4,4,4,4,3,2,2,2,4,5,3,4,5,2.0
Saint Bernard,2,2,4,4,3,4,3,4,5,2,3,3,4,5,1,5,1,4,4,3,4,5,5,3,5,2,4,5,3,5,5,1.0
Basset Hound,3,2,3,4,2,3,1,4,5,4,5,3,3,4,1,5,4,3,3,3,3,4,4,3,2,3,4,5,3,5,5,3.0
Cesky Terrier,4,3,3,3,2,4,3,5,5,4,4,3,3,3,2,3,3,4,1,3,4,5,3,3,4,2,4,5,2,4,5,2.0
Belgian Malinois,3,4,2,4,2,3,3,4,5,5,4,3,3,4,1,3,1,4,2,3,4,4,3,4,4,2,4,5,3,5,4,2.0
Shichon,3,1,2,4,2,4,4,4,5,4,2,3,3,3,2,5,4,4,3,4,4,4,3,3,3,3,4,5,4,5,5,2.0
Boerboel,2,5,5,5,3,4,3,1,4,4,4,3,3,4,2,3,3,2,4,3,4,5,3,4,1,1,4,5,4,4,5,2.0
Bluetick Coonhound,3,5,2,4,2,3,3,4,5,4,3,3,3,3,1,2,3,3,3,4,4,4,2,3,2,4,4,5,4,5,4,5.0
Belgian Malinois,3,5,1,3,1,1,3,4,5,4,5,3,2,5,2,4,3,3,4,4,4,4,3,5,4,2,3,5,1,4,5,3.0
Cheagle,2,3,2,3,5,1,3,4,5,2,4,3,3,4,2,2,3,4,3,3,5,5,4,4,4,3,4,5,4,5,5,2.0
Bichon Frise,3,2,3,3,2,3,3,4,2,3,4,2,3,4,1,4,4,3,4,2,5,4,3,3,3,1,4,5,2,5,4,2.0
Shih Tzu,3,5,3,3,3,1,3,3,5,4,4,3,3,4,1,4,4,4,2,3,4,4,3,1,4,2,4,5,3,4,3,3.0
Cesky Terrier,3,5,5,2,1,4,3,4,5,5,4,3,3,2,2,4,2,4,3,3,5,4,3,4,4,2,4,4,1,5,5,3.0
Shiba Inu,3,3,3,4,2,3,3,4,5,4,4,3,3,4,1,2,2,3,2,3,3,5,3,4,4,3,3,4,3,4,5,3.0
Bocker,3,1,2,3,5,4,3,4,5,4,5,3,3,4,1,3,4,3,2,2,5,4,3,3,3,3,4,5,5,4,4,1.0
Catahoula Bulldog,3,5,2,4,3,1,3,4,5,4,1,3,2,2,5,5,3,3,5,4,4,5,3,3,4,2,4,4,3,4,5,3.0
Chinese Shar-Pei,3,2,1,4,2,2,3,3,4,2,5,3,2,2,3,4,4,2,2,4,3,5,2,4,5,5,4,4,2,1,4,4.0
Chow Chow,3,3,4,4,2,5,4,4,4,3,4,4,3,4,2,5,4,4,2,2,4,5,3,1,3,1,4,3,4,3,5,1.0
Leonberger,3,2,4,5,1,5,1,4,5,4,4,3,3,4,4,2,3,3,3,4,5,5,3,3,3,3,4,5,2,4,5,4.0
Bedlington Terrier,3,1,3,5,2,3,3,4,5,4,4,3,3,3,1,4,4,3,1,3,3,5,3,3,4,2,4,5,5,4,5,4.0
Chorkie,2,1,4,4,2,2,3,4,5,5,5,3,3,3,1,4,3,4,2,3,5,4,3,4,4,3,4,5,3,4,5,3.0
Bocker,3,2,5,3,2,3,3,2,4,2,3,3,3,5,1,3,4,3,2,2,2,5,3,2,3,1,4,4,4,4,5,4.0
Chilier,3,5,3,5,1,4,4,5,5,4,4,3,3,3,1,2,3,3,5,4,4,3,3,4,5,2,5,5,4,3,5,4.0
Belgian Malinois,3,5,4,5,3,3,3,4,5,5,2,3,3,3,1,5,4,4,2,3,3,3,2,4,3,3,4,3,3,4,5,3.0
Cesky Terrier,2,3,2,4,5,3,3,4,5,4,4,3,3,1,2,3,4,4,4,3,1,3,3,3,3,3,4,5,2,4,4,2.0
Bluetick Coonhound,3,5,3,5,5,3,4,4,4,4,2,5,3,3,1,4,3,3,4,3,4,4,3,4,3,4,4,5,2,5,5,2.0
Belgian Malinois,3,4,3,4,2,3,4,4,4,4,1,4,2,2,2,4,3,4,4,3,4,4,3,3,3,1,2,4,5,4,5,5.0
Basset Hound,3,2,2,4,2,4,3,4,4,5,5,3,3,3,2,5,3,3,2,3,4,3,3,4,4,3,5,5,5,4,5,2.0
Bedlington Terrier,3,3,2,3,3,2,3,3,5,5,5,3,3,3,1,5,4,3,2,4,4,3,3,5,5,2,4,4,3,4,5,3.0
Cesky Terrier,3,5,3,5,2,3,3,4,5,4,4,4,3,2,2,4,3,2,2,3,5,4,3,4,3,3,4,3,4,4,4,3.0
Chihuahua,4,3,2,5,3,3,2,4,5,4,5,3,3,2,1,3,3,4,2,4,4,4,4,3,1,3,4,5,4,4,5,5.0
Bocker,3,2,4,4,1,2,3,4,5,4,5,3,3,2,1,5,4,3,4,4,5,4,3,3,4,3,4,5,3,4,5,5.0
Belgian Tervuren,3,4,1,3,2,1,3,4,5,3,4,3,3,3,2,5,4,3,3,5,3,4,3,4,2,5,4,5,4,4,5,2.0
Lakeland Terrier,3,1,3,3,3,3,3,4,5,5,3,3,3,3,1,5,3,4,3,3,4,5,3,2,2,3,4,5,2,3,5,5.0
Rottle - Small,3,5,1,4,2,4,3,4,4,4,3,3,3,4,2,1,4,4,4,4,3,4,4,2,4,2,4,4,4,4,5,4.0
Chow Chow,3,5,1,3,3,2,4,4,5,4,4,3,3,5,2,4,4,1,1,3,2,4,3,1,3,4,3,5,3,5,5,2.0
Cheagle,3,1,3,4,2,5,2,3,4,4,4,3,3,4,1,3,1,4,4,3,1,4,3,4,2,3,4,5,3,4,5,4.0
Chow Chow,3,2,4,5,2,1,3,4,5,4,3,4,3,5,2,3,4,3,5,3,1,4,3,1,4,3,4,5,4,5,5,4.0
Chorkie,3,5,2,4,3,2,3,3,5,4,3,3,3,4,1,4,5,3,2,3,3,5,3,5,3,1,4,5,4,4,4,3.0
Chinese Shar-Pei,4,5,3,3,2,4,3,4,4,4,4,3,3,3,1,1,3,3,3,4,3,4,3,3,2,3,4,5,3,3,4,4.0
Chorkie,3,3,3,5,2,4,3,4,5,4,3,3,3,4,1,3,3,4,5,3,1,5,2,1,4,4,4,5,4,5,5,2.0
Belgian Malinois,3,4,3,3,5,3,3,4,5,4,4,3,3,2,1,3,4,4,2,3,4,5,4,4,1,5,4,5,3,5,4,3.0
Cesky Terrier,4,1,3,4,3,3,3,4,4,5,3,5,2,5,1,3,2,3,5,4,4,3,3,3,2,2,4,5,4,4,5,5.0
Belgian Malinois,3,1,3,5,1,1,3,4,5,4,4,2,3,3,2,3,4,4,5,4,3,5,3,4,1,3,4,5,2,4,5,3.0
Chow Chow,3,3,3,4,2,5,3,3,3,4,5,3,2,1,1,2,4,1,3,3,3,5,3,2,3,2,4,4,3,4,4,2.0
Chow Chow,4,5,2,5,2,4,3,3,5,4,5,3,3,1,1,4,4,5,3,4,5,5,3,4,2,4,4,3,4,4,5,2.0
Bocker,3,4,3,3,2,4,2,4,5,3,5,3,3,5,1,3,1,4,3,4,4,5,3,3,4,2,4,2,3,4,5,2.0
Bedlington Terrier,3,4,2,2,2,3,4,4,5,5,3,3,3,3,2,4,3,4,2,4,5,4,2,3,2,2,4,5,4,4,5,2.0
Golden Shepherd,3,1,3,3,3,3,3,4,5,4,3,2,3,2,1,3,3,4,3,3,5,4,3,3,2,3,4,5,4,4,5,2.0
Belgian Malinois,3,2,3,5,2,4,3,4,5,4,4,3,3,4,2,4,3,4,1,4,3,5,3,4,2,3,4,4,2,4,5,3.0
Alaskan Malamute,3,5,4,5,1,3,3,4,2,4,3,3,2,5,2,3,4,2,3,4,3,3,3,4,3,3,4,2,3,4,4,4.0
Chorkie,3,5,3,4,2,3,3,4,5,4,5,3,3,3,2,1,4,4,2,3,4,4,3,3,2,2,4,5,4,5,5,3.0
Chow Chow,3,1,3,5,2,3,4,4,4,3,5,2,3,3,1,5,3,3,3,4,1,5,3,4,5,4,3,5,3,3,5,3.0
Bocker,3,1,3,3,2,2,2,4,4,5,3,2,3,1,2,4,3,3,3,4,3,5,3,3,4,1,4,4,4,4,5,5.0
Chorkie,2,5,3,5,2,3,3,4,4,5,4,3,3,4,1,5,5,4,3,4,5,4,3,1,4,2,5,5,4,3,5,3.0
Chow Chow,3,5,3,3,3,4,3,4,4,4,5,3,3,3,2,3,4,3,3,4,5,4,2,4,3,2,4,4,4,4,5,3.0
Chow Chow,3,1,3,3,2,1,3,4,5,4,1,3,3,4,1,1,1,4,2,3,5,4,3,2,1,2,4,5,3,5,4,2.0
Chihuahua,3,5,1,3,1,4,4,4,5,4,4,3,3,2,1,4,4,3,2,4,5,4,2,3,1,3,4,5,4,4,5,5.0
Shih Tzu,3,2,2,3,1,2,4,4,4,4,3,3,4,1,2,4,4,4,3,3,4,5,4,2,4,2,4,2,3,4,5,4.0
Belgian Malinois,2,2,2,2,2,4,2,3,4,4,3,3,3,4,2,1,3,4,3,4,3,5,3,1,3,3,4,4,5,4,5,1.0
Bocker,3,1,3,3,2,2,1,4,4,5,4,3,3,2,3,1,4,4,4,4,5,4,3,4,4,2,4,5,3,4,5,5.0
Cesky Terrier,3,3,3,4,1,1,1,5,5,4,3,3,3,2,1,3,3,4,3,3,4,5,3,3,4,3,4,4,1,5,5,1.0
Bocker,3,3,3,2,1,3,3,3,4,4,3,3,3,5,1,4,4,4,3,4,1,5,3,2,4,2,4,5,4,4,5,3.0
Chilier,2,5,3,4,3,2,3,5,5,4,3,5,3,3,1,4,4,4,4,3,5,4,2,4,4,2,4,4,4,4,5,1.0
Chow Chow,3,4,3,5,2,1,1,5,5,5,4,2,3,4,1,4,2,3,4,4,3,4,3,4,4,3,4,3,5,5,5,4.0
Cesky Terrier,3,4,2,4,1,3,3,4,5,5,5,3,3,4,1,3,4,4,3,4,5,4,3,5,3,5,4,4,3,4,5,3.0
Chinese Crested,4,4,3,5,3,4,3,4,5,4,3,3,3,4,2,1,4,3,4,3,5,5,3,4,4,2,4,4,3,2,5,2.0
Bocker,3,2,3,3,2,4,3,4,5,4,5,1,3,2,4,4,3,4,4,4,4,5,2,3,3,3,4,5,2,4,3,2.0
Chow Chow,3,5,2,4,3,4,5,4,5,4,1,3,3,4,1,1,4,3,2,3,4,5,3,4,2,5,4,2,1,4,5,3.0
Bedlington Terrier,2,1,1,3,2,4,3,4,5,3,4,3,3,3,1,3,3,3,2,3,5,5,3,5,3,3,4,4,1,5,5,4.0
Chorkie,3,4,3,5,2,4,3,4,5,4,3,4,3,4,1,4,4,5,2,3,2,4,3,4,5,4,5,5,3,5,5,3.0
Pointer,3,2,3,5,2,4,3,3,5,4,3,3,4,5,1,4,4,4,5,3,4,5,3,4,1,1,4,4,4,4,5,3.0
Chow Chow,3,2,3,5,2,3,4,3,5,4,4,3,3,3,1,1,4,2,2,4,4,5,3,4,2,3,3,5,2,4,5,3.0
Shih Tzu,3,5,2,3,1,4,3,4,5,4,4,3,3,2,1,5,3,4,5,4,4,2,3,1,2,2,5,4,4,5,5,2.0
Shichon,3,5,3,5,2,3,3,4,5,4,3,3,3,4,1,3,4,3,2,3,4,4,3,5,4,2,4,5,1,4,4,4.0
Saint Berdoodle,3,3,3,4,5,5,3,4,5,2,4,3,3,5,1,4,5,4,4,3,4,4,3,5,2,4,5,5,3,3,5,4.0
Cesky Terrier,2,1,3,3,2,5,4,4,5,4,2,3,3,1,2,1,4,3,2,3,3,4,4,4,1,3,4,5,2,4,5,2.0
Chow Chow,2,4,3,2,3,4,3,4,4,4,3,3,3,3,2,5,3,3,4,4,5,4,3,4,5,3,4,5,5,4,4,2.0
Bluetick Coonhound,3,4,4,5,2,3,4,4,5,4,5,4,3,3,1,3,3,4,2,4,4,5,4,5,4,3,5,5,4,4,4,3.0
Australian Shepherd Lab Mix,3,4,3,3,1,3,3,4,5,4,3,3,3,3,2,4,4,3,1,3,4,5,2,1,4,3,4,5,1,4,5,5.0
Chug,3,2,2,3,2,3,3,4,5,5,5,3,3,4,5,2,4,3,2,3,4,4,2,3,2,4,4,5,1,4,5,3.0
Chow Chow,3,4,2,4,2,3,4,5,4,4,4,3,4,1,1,1,5,2,3,4,5,5,3,1,3,3,4,5,4,4,4,5.0
Chorkie,4,1,2,5,2,4,4,4,5,1,4,3,3,1,5,3,4,3,5,3,3,4,3,5,4,5,4,5,3,1,5,1.0
Chorkie,3,4,3,3,2,4,3,4,4,4,5,3,2,2,2,4,3,1,1,3,4,4,3,5,3,5,4,5,3,4,4,4.0
Bocker,2,4,3,3,2,1,3,4,5,4,4,4,3,3,1,4,5,3,3,3,3,5,3,4,4,2,4,3,4,4,5,3.0
Cesky Terrier,3,2,3,3,2,5,3,4,5,4,1,3,3,4,2,4,3,4,1,4,5,4,5,2,5,3,4,4,5,4,5,2.0
Shichon,3,4,2,3,2,3,2,4,5,5,4,3,3,2,2,2,3,3,2,3,3,4,3,1,5,2,4,5,1,2,5,2.0
Chorkie,3,4,3,5,3,3,3,4,4,4,3,3,3,4,1,5,3,3,2,4,2,5,3,3,4,3,4,5,3,5,4,5.0
Otterhound,3,4,5,5,2,3,1,4,4,2,4,3,3,2,2,3,4,4,4,3,4,4,3,3,3,5,4,5,3,4,5,5.0
Chow Chow,3,5,5,4,2,3,3,4,4,2,5,2,3,1,2,1,3,4,2,3,3,4,3,4,4,3,5,2,4,3,5,5.0
Chow Chow,3,1,2,4,2,3,1,3,5,4,4,3,3,2,2,1,3,5,2,4,5,5,3,3,2,3,5,5,3,4,5,3.0
Border Terrier,4,5,2,4,3,3,2,4,5,4,4,1,4,3,1,4,4,4,2,3,3,4,3,2,3,3,5,5,5,4,3,4.0
Chow Chow,4,2,2,5,3,3,4,4,5,5,4,3,4,4,1,1,5,3,4,4,4,5,3,3,4,3,4,3,1,4,5,2.0
Cesky Terrier,3,3,3,3,2,3,4,4,5,5,5,5,3,3,1,5,3,3,4,4,4,5,4,3,4,3,3,2,3,4,5,2.0
Basset Hound,3,1,5,4,2,2,3,4,5,4,1,3,4,3,2,1,3,4,2,3,5,5,5,4,2,3,4,4,3,4,5,5.0
Chow Chow,3,2,2,4,2,4,4,4,5,4,4,3,2,3,1,3,4,2,3,4,5,4,3,3,4,1,2,5,3,4,5,3.0
Boglen Terrier,3,4,4,4,2,4,3,4,4,3,3,3,3,3,1,3,4,4,3,4,2,4,3,3,3,2,4,5,4,3,5,4.0
Belgian Malinois,3,5,2,3,3,3,3,4,4,5,1,3,3,3,1,2,3,4,4,3,4,3,3,1,4,1,4,5,4,4,4,2.0
Chow Chow,3,5,3,5,3,4,3,4,5,4,3,5,3,4,2,4,4,4,2,4,4,2,3,5,3,3,4,4,4,4,5,3.0
Bluetick Coonhound,2,4,3,4,4,5,3,4,5,4,3,3,3,4,1,3,4,4,1,2,5,5,3,4,5,2,4,4,5,4,5,2.0
Bocker,3,5,5,4,2,4,4,4,4,5,4,2,4,4,1,3,4,4,2,3,3,5,3,1,4,3,4,4,5,4,5,5.0
Chow Chow,3,2,3,3,2,3,3,4,5,4,3,4,4,5,1,2,3,3,2,3,5,5,3,3,2,3,4,4,2,5,5,2.0
Rottle - Small,3,3,3,4,3,3,4,4,5,1,1,3,3,4,2,5,4,3,1,3,4,4,2,4,3,3,4,5,3,4,4,4.0
Cesky Terrier,3,3,2,3,2,1,2,4,5,4,2,3,2,3,1,4,3,4,4,4,4,5,3,4,2,2,5,5,5,4,5,3.0
Cesky Terrier,3,2,3,4,4,2,3,3,4,4,4,3,3,1,5,1,4,4,3,3,3,4,3,3,3,5,4,5,3,5,5,3.0
Cesky Terrier,2,4,3,4,2,3,4,4,5,5,5,3,4,2,2,5,4,1,3,4,5,4,3,3,2,3,2,4,4,3,5,2.0
Cavapoo,3,5,3,4,1,3,3,5,5,3,2,3,3,1,1,5,3,3,3,4,3,5,3,4,4,5,4,5,4,4,5,3.0
Bocker,3,1,3,4,2,3,2,5,4,5,4,4,3,1,2,3,4,4,3,3,3,4,3,3,4,2,4,5,1,5,5,2.0
Bocker,4,3,4,5,3,2,1,4,4,4,4,3,3,1,1,3,1,4,4,4,4,5,3,3,2,2,4,5,4,5,5,5.0
Peekapoo,3,1,1,3,5,3,3,4,5,5,3,3,3,5,1,2,3,3,3,4,4,4,3,3,3,4,5,4,3,5,5,2.0
Cesky Terrier,3,4,2,3,1,2,2,4,4,4,5,3,3,3,2,2,3,4,4,4,3,5,3,3,2,4,4,2,5,4,5,2.0
Cavapoo,3,5,4,5,2,3,3,4,4,4,3,3,3,4,1,5,2,4,3,3,3,4,3,3,5,5,4,5,3,4,5,4.0
Cesky Terrier,3,3,3,3,2,2,3,4,5,4,3,3,3,4,1,4,4,3,3,4,4,4,3,4,4,2,4,5,3,4,5,5.0
Chorkie,4,4,3,5,2,3,3,4,5,4,3,3,4,3,1,4,5,5,4,3,4,4,3,5,4,4,4,5,3,4,5,4.0
Catahoula Bulldog,3,5,4,4,2,3,3,3,4,4,4,3,3,3,5,5,4,2,2,3,3,4,3,3,4,2,4,5,3,4,4,4.0
Chow Chow,3,5,3,3,3,4,3,5,4,5,5,3,3,2,5,4,4,3,1,3,3,5,3,4,4,3,4,4,3,4,5,3.0
Shichon,2,4,3,5,2,5,3,3,5,3,1,3,3,1,1,1,4,1,3,3,3,5,3,3,2,1,3,5,5,4,3,3.0
Cavapoo,3,4,4,3,5,3,4,4,4,3,3,3,3,2,1,5,3,4,1,4,5,4,3,1,2,5,5,5,4,5,4,4.0
Cesky Terrier,3,1,5,4,2,4,3,4,4,4,2,3,3,1,1,2,4,4,3,3,4,5,3,5,2,3,5,2,4,5,5,5.0
Cesky Terrier,3,3,3,3,3,4,3,5,5,4,4,3,3,2,3,1,1,4,5,4,3,5,3,5,4,3,5,5,2,4,4,4.0
Boerboel,3,5,3,3,2,4,3,5,4,5,3,4,4,2,1,3,3,1,4,4,5,4,3,3,4,3,4,5,3,2,4,3.0
Belgian Malinois,3,3,1,4,2,3,4,5,5,2,1,3,3,2,1,3,2,5,2,3,5,5,2,4,2,3,5,2,4,4,5,3.0
Chow Chow,3,1,1,5,2,4,3,3,5,5,4,3,2,4,2,5,3,3,3,4,4,5,5,4,3,2,5,4,2,5,5,2.0
Dorkie,3,1,3,5,1,3,4,4,4,4,4,3,3,5,2,3,2,4,1,3,4,3,3,4,4,3,3,4,3,4,5,2.0
Chow Shepherd,3,2,3,3,1,4,3,4,4,4,3,4,3,2,1,3,3,3,4,3,4,2,3,4,4,2,4,5,2,4,4,5.0
Chug,3,1,3,5,2,3,4,4,5,4,5,4,3,4,1,5,4,4,4,3,1,4,3,3,4,3,4,5,3,4,5,3.0
Bocker,3,5,2,4,3,4,3,4,5,4,3,3,2,3,2,5,4,4,2,4,3,5,3,3,2,2,4,2,3,5,5,2.0
Cavapoo,3,4,3,4,1,3,3,4,5,4,3,3,3,2,2,3,4,4,2,3,3,4,4,5,4,3,5,4,4,3,4,2.0
Bluetick Coonhound,3,2,3,4,1,4,3,4,2,3,4,3,3,2,1,5,3,2,4,3,4,5,2,5,3,3,4,4,3,5,4,4.0
Belgian Malinois,3,3,2,3,2,3,3,4,5,4,3,3,3,4,2,5,5,4,3,4,5,4,3,2,1,3,5,5,3,4,5,3.0
Chow Chow,3,5,2,5,2,4,3,4,2,4,1,3,3,2,1,3,3,4,3,3,4,4,3,5,2,2,4,5,4,4,5,3.0
Chinese Crested,3,5,3,5,3,1,3,4,4,3,3,3,3,2,1,5,5,4,4,3,4,4,2,4,5,3,4,5,3,4,4,4.0
Bichon Frise,3,2,2,2,3,2,3,4,2,3,1,3,3,4,1,3,3,5,5,3,4,5,3,3,3,4,5,5,3,4,5,2.0
Belgian Malinois,3,2,3,2,1,1,4,4,5,5,5,3,3,2,1,4,3,4,3,5,5,3,3,4,1,3,4,3,3,5,2,3.0
Xoloitzcuintli,3,1,4,3,2,5,3,4,5,5,4,3,3,3,1,2,3,4,2,3,3,5,3,3,2,3,4,4,4,5,4,4.0
Catahoula Bulldog,3,3,3,3,2,4,3,4,5,5,4,3,3,5,2,3,4,4,5,4,5,5,4,3,3,1,4,5,2,5,5,3.0
Bocker,4,4,2,3,2,4,3,4,4,4,3,3,3,4,1,4,4,4,4,3,5,2,5,2,4,3,4,5,4,4,5,5.0
Bocker,2,4,4,4,2,3,2,4,5,5,4,3,3,1,1,5,3,2,5,3,2,4,3,3,2,2,4,5,4,5,4,3.0
Cesky Terrier,2,5,2,4,2,1,3,3,5,5,3,3,3,4,1,3,4,3,3,3,4,4,3,3,3,2,5,5,4,5,5,5.0
Bocker,4,4,3,4,3,2,3,4,4,5,1,3,3,3,1,4,4,3,4,4,4,1,3,4,5,3,3,5,4,4,5,2.0
Bocker,3,3,2,4,2,4,3,4,5,4,4,5,3,4,2,3,2,4,4,4,4,4,3,4,2,3,4,4,3,4,4,2.0
Bullboxer Pit,3,3,3,4,3,3,3,5,5,4,4,3,3,4,1,4,2,4,2,2,4,4,3,4,4,3,4,3,2,4,5,2.0
Chug,3,2,3,4,2,4,4,4,5,4,4,4,3,4,2,3,3,5,3,4,4,3,2,1,4,2,5,4,4,1,5,3.0
Belgian Malinois,2,4,3,4,3,3,3,3,5,5,5,3,3,4,1,4,3,3,3,4,3,5,2,3,4,5,4,4,4,5,5,3.0
Cesky Terrier,3,2,3,4,5,3,3,4,4,5,3,3,3,3,2,4,4,4,4,3,4,4,3,3,4,2,4,4,3,4,4,3.0
Cesky Terrier,3,2,3,4,2,3,3,4,5,4,5,4,3,2,1,4,4,3,3,3,3,5,3,4,3,1,4,4,3,5,5,3.0
Chow Chow,3,3,4,4,3,4,4,4,4,4,3,3,3,5,2,2,4,3,4,4,4,4,4,3,5,3,4,5,2,4,4,2.0
Sheepadoodle,2,4,3,4,1,3,3,5,5,4,4,3,3,3,2,4,4,3,2,4,4,5,3,3,5,4,4,5,5,4,5,2.0
Shichon,4,3,2,4,3,4,3,4,4,1,3,3,3,4,1,5,4,4,5,4,4,5,2,3,3,4,4,5,3,5,5,5.0
Cesky Terrier,4,5,5,3,2,4,3,3,5,4,3,3,3,4,2,3,5,4,2,4,3,5,2,1,2,4,5,2,3,1,3,3.0
Belgian Malinois,2,4,2,3,2,5,3,4,4,2,4,3,3,4,1,4,1,4,3,2,4,4,3,3,3,3,5,2,4,4,5,5.0
Bluetick Coonhound,2,3,1,4,2,3,3,4,4,4,3,3,3,4,1,2,4,3,4,3,4,3,3,4,1,3,5,5,2,4,5,3.0
Belgian Malinois,4,1,3,2,3,4,3,5,4,3,4,4,3,5,1,1,4,3,5,3,4,4,3,3,4,2,2,5,3,5,5,2.0
Cesky Terrier,2,4,3,3,3,3,4,4,5,4,5,2,3,3,2,4,4,4,3,3,4,4,3,2,2,3,4,4,2,5,5,1.0
Belgian Malinois,3,1,2,4,2,3,3,4,5,4,3,5,3,5,1,5,4,4,3,4,1,5,2,4,3,3,4,4,1,4,5,1.0
Belgian Malinois,3,1,3,3,2,5,3,3,5,5,3,3,3,4,1,5,3,3,1,4,4,4,2,3,5,3,4,4,1,4,4,5.0
Belgian Malinois,2,4,2,4,2,4,3,4,5,4,4,3,3,2,1,5,3,4,3,4,4,4,4,1,4,1,4,4,2,5,4,2.0
Chow Chow,3,5,3,5,2,3,3,4,5,4,3,3,3,1,1,3,4,5,4,4,4,4,3,3,4,4,4,5,3,5,5,2.0
Cheagle,3,5,2,2,2,4,3,2,5,3,4,3,2,2,1,5,3,3,4,2,4,4,3,2,2,3,4,3,5,4,5,2.0
Bocker,3,4,4,4,3,5,3,4,4,4,3,3,3,3,4,3,3,1,3,3,3,5,3,4,4,1,2,3,4,4,5,1.0
Chorkie,3,5,1,5,2,3,2,4,4,1,1,3,3,2,1,2,4,3,2,3,4,3,3,4,4,2,4,4,5,4,5,3.0
Belgian Malinois,4,4,4,4,1,4,4,4,5,5,3,3,3,4,1,1,5,4,4,2,3,5,5,3,5,3,4,2,2,4,5,5.0
Shichon,3,4,1,3,3,4,3,4,5,5,2,3,3,1,2,4,3,4,5,3,4,4,3,4,3,2,4,2,3,3,5,3.0
Chow Chow,3,2,3,3,2,4,1,4,4,5,3,3,3,1,2,5,4,2,4,3,5,4,3,1,2,4,4,4,5,4,5,4.0
Chow Chow,3,5,5,2,5,1,3,4,5,4,3,3,3,3,3,2,3,2,2,4,4,4,3,5,5,3,4,4,3,5,3,5.0
Caucasian Shepherd Dog,3,3,3,2,2,3,3,3,4,5,4,3,3,4,1,3,4,4,2,4,2,5,5,2,2,4,4,4,4,5,4,2.0
Cesky Terrier,4,1,4,2,1,3,3,3,5,5,3,4,3,2,2,5,4,2,2,4,4,4,3,4,4,3,5,5,4,5,5,2.0
Belgian Malinois,4,4,3,3,3,4,3,4,2,5,3,3,3,4,3,3,3,4,4,4,4,3,2,3,5,3,2,3,3,4,2,2.0
Chow Chow,3,4,4,4,3,3,3,4,5,4,3,3,3,2,1,5,2,1,3,4,4,4,3,4,2,5,4,3,4,4,5,3.0
Cesky Terrier,3,5,3,3,2,2,3,3,4,4,4,3,3,1,1,5,3,2,1,3,4,4,5,3,3,2,2,5,4,4,5,5.0
Cesky Terrier,3,1,3,3,1,4,3,4,5,4,4,3,3,1,2,3,3,4,3,4,3,4,4,4,5,4,5,5,4,5,4,4.0
